Name,Cores,TDP
Intel Core2 Duo E6600 ,2,65
Intel Core2 Duo E6700 ,2,65
Intel Core2 Duo E6750 ,2,65
Intel Core2 Duo E6850 ,2,65
Intel Core2 Duo E7200 ,2,65
Intel Core2 Duo E7300 ,2,65
Intel Core2 Duo E7400 ,2,65
Intel Core2 Duo E7500 ,2,65
Intel Core2 Duo E7600 ,2,65
Intel Core2 Duo E8200 ,2,65
Intel Core2 Duo E8290 ,2,65
Intel Core2 Duo E8300 ,2,65
Intel Core2 Duo E8400 ,2,65
Intel Core2 Duo E8500 ,2,65
Intel Core2 Duo E8600 ,2,65
Intel Core2 Duo L7300 ,2,17
Intel Core2 Duo L7400 ,2,17
Intel Core2 Duo L7500 ,2,17
Intel Core2 Duo L7700 ,2,17
Intel Core2 Duo L9300 ,2,17
Intel Core2 Duo L9600 ,2,17
Intel Core2 Duo P7350 ,2,25
Intel Core2 Duo P7370 ,2,25
Intel Core2 Duo P7450 ,2,25
Intel Core2 Duo P7550 ,2,25
Intel Core2 Duo P7570 ,2,25
Intel Core2 Duo P8400 ,2,25
Intel Core2 Duo P8600 ,2,25
Intel Core2 Duo P8700 ,2,25
Intel Core2 Duo P8800 ,2,25
Intel Core2 Duo P9500 ,2,25
Intel Core2 Duo P9600 ,2,25
Intel Core2 Duo P9600 ,2,25
Intel Core2 Duo P9700 ,2,28
Intel Core2 Duo SL9400 ,2,17
Intel Core2 Duo SP9400 ,2,25
Intel Core2 Duo SU9400 ,2,10
Intel Core2 Duo T5200 ,2,34
Intel Core2 Duo T5250 ,2,35
Intel Core2 Duo T5270 ,2,35
Intel Core2 Duo T5300 ,2,34
Intel Core2 Duo T5450 ,2,35
Intel Core2 Duo T5470 ,2,35
Intel Core2 Duo T5500 ,2,34
Intel Core2 Duo T5550 ,2,35
Intel Core2 Duo T5600 ,2,34
Intel Core2 Duo T5670 ,2,35
Intel Core2 Duo T5750 ,2,35
Intel Core2 Duo T5800 ,2,35
Intel Core2 Duo T5870 ,2,35
Intel Core2 Duo T6400 ,2,35
Intel Core2 Duo T6500 ,2,35
Intel Core2 Duo T6570 ,2,35
Intel Core2 Duo T6600 ,2,35
Intel Core2 Duo T6670 ,2,35
Intel Core2 Duo T7100 ,2,35
Intel Core2 Duo T7200 ,2,34
Intel Core2 Duo T7250 ,2,35
Intel Core2 Duo T7300 ,2,35
Intel Core2 Duo T7400 ,2,34
Intel Core2 Duo T7500 ,2,35
Intel Core2 Duo T7600 ,2,34
Intel Core2 Duo T7700 ,2,35
Intel Core2 Duo T7800 ,2,35
Intel Core2 Duo T8100 ,2,35
Intel Core2 Duo T8300 ,2,35
Intel Core2 Duo T9300 ,2,35
Intel Core2 Duo T9400 ,2,35
Intel Core2 Duo T9500 ,2,35
Intel Core2 Duo T9550 ,2,35
Intel Core2 Duo T9600 ,2,35
Intel Core2 Duo T9800 ,2,35
Intel Core2 Duo T9900 ,2,35
Intel Core2 Duo U7300 ,2,10
Intel Core2 Duo U7500 ,2,10
Intel Core2 Duo U7600 ,2,10
Intel Core2 Duo U7700 ,2,10
Intel Core2 Duo U9300 ,2,10
Intel Core2 Duo U9600 ,2,10
Intel Core2 Extreme Q6800 ,4,75
Intel Core2 Extreme Q6850 ,4,130
Intel Core2 Extreme Q9300 ,4,45
Intel Core2 Extreme X6800 ,2,75
Intel Core2 Extreme X7800 ,2,44
Intel Core2 Extreme X7900 ,2,44
Intel Core2 Extreme X9000 ,2,44
Intel Core2 Extreme X9100 ,2,44
Intel Core2 Extreme X9650 ,4,130
Intel Core2 Extreme X9770 ,4,136
Intel Core2 Extreme X9775 ,4,150
Intel Core2 Quad Q6600 ,4,105
Intel Core2 Quad Q6700 ,4,105
Intel Core2 Quad Q8200 ,4,95
Intel Core2 Quad Q8300 ,4,95
Intel Core2 Quad Q8400 ,4,95
Intel Core2 Quad Q9000 ,4,45
Intel Core2 Quad Q9100 ,4,45
Intel Core2 Quad Q9300 ,4,95
Intel Core2 Quad Q9400 ,4,95
Intel Core2 Quad Q9450 ,4,95
Intel Core2 Quad Q9500 ,4,95
Intel Core2 Quad Q9505 ,4,95
Intel Core2 Quad Q9550 ,4,95
Intel Core2 Quad Q9650 ,4,95
Intel Core2 Solo U2100 ,1,5.5
Intel Core2 Solo U3500 ,1,5.5
Intel N100,4,6
Intel N200,4,6
Intel N95,4,15
Intel Pentium 1403 ,2,80
Intel Pentium 1403 v2 ,2,80
Intel Pentium 2020M ,2,35
Intel Pentium 2030M ,2,35
Intel Pentium 2117U ,2,17
Intel Pentium 2127U ,2,17
Intel Pentium 2129Y ,2,10
Intel Pentium 3550M ,2,37
Intel Pentium 3556U ,2,15
Intel Pentium 3558U ,2,15
Intel Pentium 3560M ,2,37
Intel Pentium 3560Y ,2,11.5
Intel Pentium 3805U ,2,15
Intel Pentium 3825U ,2,15
Intel Pentium 4 1.50GHz,1,57.8
Intel Pentium 4 1.60GHz,1,38
Intel Pentium 4 1.70GHz,1,64
Intel Pentium 4 1.80GHz,1,68.1
Intel Pentium 4 1.90GHz,1,69.2
Intel Pentium 4 1.30GHz,1,51.6
Intel Pentium 4 1.40GHz,1,54.7
Intel Pentium 4 1.5GHz,1,57.8
Intel Pentium 4 1.70GHz,1,64
Intel Pentium 4 1.80GHz,1,68.1
Intel Pentium 4 2.00GHz,1,54.3
Intel Pentium 4 2.20GHz,1,57.1
Intel Pentium 4 2.26GHz,1,58
Intel Pentium 4 2.40GHz,1,59.8
Intel Pentium 4 2.50GHz,1,61
Intel Pentium 4 2.53GHz,1,61.5
Intel Pentium 4 2.60GHz,1,69
Intel Pentium 4 2.66GHz,1,66.1
Intel Pentium 4 2.80GHz,1,69.7
Intel Pentium 4 3.00GHz,1,81.9
Intel Pentium 4 3.06GHz,1,81.8
Intel Pentium 4 3.20GHz,1,82
Intel Pentium 4 3.40GHz,1,89
Intel Pentium 4 3.46GHz,1,110.7
Intel Pentium 4 3.60GHz,1,115
Intel Pentium 4 3.73GHz,1,115
Intel Pentium 4 3.80GHz,1,65
Intel Pentium 4405U ,2,15
Intel Pentium 4405Y ,2,6
Intel Pentium 4410Y ,2,6
Intel Pentium 4415U ,2,15
Intel Pentium 4415Y ,2,6
Intel Pentium 4417U ,2,15
Intel Pentium 4425Y ,2,6
Intel Pentium 5405U ,2,15
Intel Pentium 6405U ,2,15
Intel Pentium 6805 ,2,15
Intel Pentium 957 ,2,17
Intel Pentium 967 ,2,17
Intel Pentium 987 ,2,17
Intel Pentium 997 ,2,17
Intel Pentium A1018 ,2,35
Intel Pentium A1020 ,4,10
Intel Pentium B940 ,2,35
Intel Pentium B950 ,2,35
Intel Pentium B960 ,2,35
Intel Pentium B970 ,2,35
Intel Pentium B980 ,2,35
Intel Pentium D 805 ,2,95
Intel Pentium D 830 ,2,95
Intel Pentium D 915 ,2,95
Intel Pentium D 940 ,2,130
Intel Pentium D 950 ,2,130
Intel Pentium D 960 ,2,130
Intel Pentium D1508 ,2,25
Intel Pentium Dual T2390 ,2,35
Intel Pentium E2140 ,2,65
Intel Pentium E2160 ,2,65
Intel Pentium E2180 ,2,65
Intel Pentium E2200 ,2,65
Intel Pentium E2210 ,2,65
Intel Pentium E2220 ,2,65
Intel Pentium E5200 ,2,65
Intel Pentium E5300 ,2,65
Intel Pentium E5400 ,2,65
Intel Pentium E5500 ,2,65
Intel Pentium E5700 ,2,65
Intel Pentium E5800 ,2,65
Intel Pentium E6300 ,2,65
Intel Pentium E6500 ,2,65
Intel Pentium E6600 ,2,65
Intel Pentium E6700 ,2,65
Intel Pentium E6800 ,2,65
Intel Pentium Extreme Edition 955 ,2,130
Intel Pentium Extreme Edition 965 ,2,130
Intel Pentium G2010 ,2,55
Intel Pentium G2020 ,2,55
Intel Pentium G2020T ,2,35
Intel Pentium G2030 ,2,55
Intel Pentium G2030T ,2,35
Intel Pentium G2100T ,2,35
Intel Pentium G2120 ,2,55
Intel Pentium G2120T ,2,35
Intel Pentium G2130 ,2,55
Intel Pentium G2140 ,2,55
Intel Pentium G3220 ,2,54
Intel Pentium G3220T ,2,35
Intel Pentium G3240 ,2,53
Intel Pentium G3240T ,2,35
Intel Pentium G3250 ,2,53
Intel Pentium G3250T ,2,35
Intel Pentium G3258 ,2,53
Intel Pentium G3260 ,2,53
Intel Pentium G3260T ,2,35
Intel Pentium G3320TE ,2,35
Intel Pentium G3420 ,2,54
Intel Pentium G3420T ,2,35
Intel Pentium G3430 ,2,54
Intel Pentium G3440 ,2,53
Intel Pentium G3440T ,2,35
Intel Pentium G3450 ,2,53
Intel Pentium G3450T ,2,35
Intel Pentium G3460 ,2,53
Intel Pentium G3470 ,2,53
Intel Pentium G4400 ,2,54
Intel Pentium G4400T ,2,35
Intel Pentium G4400TE ,2,35
Intel Pentium G4500 ,2,51
Intel Pentium G4500T ,2,35
Intel Pentium G4520 ,2,51
Intel Pentium G4560 ,2,54
Intel Pentium G4560T ,2,35
Intel Pentium G4600 ,2,51
Intel Pentium G4600T ,2,35
Intel Pentium G4620 ,2,51
Intel Pentium G620 ,2,65
Intel Pentium G620T ,2,35
Intel Pentium G630 ,2,65
Intel Pentium G630T ,2,35
Intel Pentium G640 ,2,65
Intel Pentium G640T ,2,35
Intel Pentium G645 ,2,65
Intel Pentium G645T ,2,35
Intel Pentium G6950 ,2,73
Intel Pentium G6951 ,2,73
Intel Pentium G6960 ,2,73
Intel Pentium G840 ,2,65
Intel Pentium G850 ,2,65
Intel Pentium G860 ,2,65
Intel Pentium G870 ,2,65
Intel Pentium GOLD 6500Y ,2,5
Intel Pentium Gold 7505 ,2,15
Intel Pentium Gold 8505,5,15
Intel Pentium Gold G5400 ,2,54
Intel Pentium Gold G5400T ,2,35
Intel Pentium Gold G5420 ,2,54
Intel Pentium Gold G5420T ,2,35
Intel Pentium Gold G5500 ,2,54
Intel Pentium Gold G5500T ,2,35
Intel Pentium Gold G5600 ,2,54
Intel Pentium Gold G5600F ,2,54
Intel Pentium Gold G5600T ,2,35
Intel Pentium Gold G5620 ,2,54
Intel Pentium Gold G6400 ,2,58
Intel Pentium Gold G6400T ,2,35
Intel Pentium Gold G6405 ,2,58
Intel Pentium Gold G6405T ,2,35
Intel Pentium Gold G6500 ,2,58
Intel Pentium Gold G6500T ,2,35
Intel Pentium Gold G6505 ,2,58
Intel Pentium Gold G6505T ,2,35
Intel Pentium Gold G6600 ,2,58
Intel Pentium Gold G6605 ,2,58
Intel Pentium Gold G7400,2,46
Intel Pentium Gold G7400T,2,35
Intel Pentium III 1400 ,1,31.2
Intel Pentium III 1400S ,1,32.2
Intel Pentium J2850 ,4,10
Intel Pentium J2900 ,4,10
Intel Pentium J3710 ,4,6.5
Intel Pentium J4205 ,4,10
Intel Pentium J6426 ,4,10
Intel Pentium M 1.30GHz,1,22
Intel Pentium M 1.40GHz,1,22
Intel Pentium M 1.50GHz,1,24.5
Intel Pentium M 1.60GHz,1,24.5
Intel Pentium M 1.70GHz,1,24.5
Intel Pentium M 1.73GHz,1,27
Intel Pentium M 1.80GHz,1,21
Intel Pentium M 1.86GHz,1,27
Intel Pentium M 1.0GHz,1,7
Intel Pentium M 1.20GHz,1,12
Intel Pentium M 1.30GHz,1,22
Intel Pentium M 1.40GHz,1,22
Intel Pentium M 1.50GHz,1,24.5
Intel Pentium M 1.60GHz,1,24.5
Intel Pentium M 1.70GHz,1,24.5
Intel Pentium M 2.00GHz,1,21
Intel Pentium M 2.10GHz,1,21
Intel Pentium M 2.13GHz,1,27
Intel Pentium M 2.26GHz,1,27
Intel Pentium M 0.90GHz,1,7
Intel Pentium N3510 ,4,7.5
Intel Pentium N3520 ,4,7.5
Intel Pentium N3530 ,4,7.5
Intel Pentium N3540 ,4,7.5
Intel Pentium N3700 ,4,6
Intel Pentium N3710 ,4,6
Intel Pentium N4200 ,4,6
Intel Pentium N6415 ,4,6.5
Intel Pentium P6000 ,2,35
Intel Pentium P6100 ,2,35
Intel Pentium P6200 ,2,35
Intel Pentium P6300 ,2,35
Intel Pentium Silver J5005 ,4,10
Intel Pentium Silver N5000 ,4,6
Intel Pentium Silver N5020 ,4,6
Intel Pentium Silver N5030 ,4,6
Intel Pentium Silver N6000 ,4,6
Intel Pentium Silver N6005 ,4,10
Intel Pentium SU2700 ,1,10
Intel Pentium SU4100 ,2,10
Intel Pentium T2060 ,2,31
Intel Pentium T2080 ,2,31
Intel Pentium T2130 ,2,31
Intel Pentium T2310 ,2,35
Intel Pentium T2330 ,2,35
Intel Pentium T2370 ,2,35
Intel Pentium T2390 ,2,35
Intel Pentium T3200 ,2,35
Intel Pentium T3400 ,2,35
Intel Pentium T4200 ,2,35
Intel Pentium T4300 ,2,35
Intel Pentium T4400 ,2,35
Intel Pentium T4500 ,2,35
Intel Pentium U5400 ,2,18
Intel Pentium U5600 ,2,18
Intel T2050 ,2,31
Intel Xeon ,1,61
Intel Xeon 2.80GHz,1,103
Intel Xeon 3.00GHz,1,103
Intel Xeon 3.20GHz,1,103
Intel Xeon 3.20GHz,1,103
Intel Xeon 3.40GHz,1,103
Intel Xeon 3.40GHz,1,103
Intel Xeon 3.60GHz,1,110
Intel Xeon 3.80GHz,1,110
Intel Xeon 3040 ,2,65
Intel Xeon 3050 ,2,65
Intel Xeon 3060 ,2,65
Intel Xeon 3065 ,2,65
Intel Xeon 3070 ,2,65
Intel Xeon 3085 ,2,65
Intel Xeon 5110 ,2,65
Intel Xeon 5110 ,2,65
Intel Xeon 5120 ,2,65
Intel Xeon 5120 ,2,65
Intel Xeon 5130 ,2,65
Intel Xeon 5130 ,2,65
Intel Xeon 5133 ,2,40
Intel Xeon 5140 ,2,65
Intel Xeon 5140 ,2,65
Intel Xeon 5148 ,2,40
Intel Xeon 5150 ,2,65
Intel Xeon 5150 ,2,65
Intel Xeon 5160 ,2,80
Intel Xeon 5160 ,2,80
Intel Xeon Bronze 3104 ,6,85
Intel Xeon Bronze 3104 ,6,85
Intel Xeon Bronze 3106 ,8,85
Intel Xeon Bronze 3106 ,8,85
Intel Xeon Bronze 3204 ,6,85
Intel Xeon Bronze 3206R ,8,85
Intel Xeon D-1518 ,4,35
Intel Xeon D-1520 ,4,45
Intel Xeon D-1521 ,4,45
Intel Xeon D-1527 ,4,35
Intel Xeon D-1528 ,6,35
Intel Xeon D-1531 ,6,45
Intel Xeon D-1537 ,8,35
Intel Xeon D-1539 ,8,35
Intel Xeon D-1540 ,8,45
Intel Xeon D-1541 ,8,45
Intel Xeon D-1548 ,8,45
Intel Xeon D-1557 ,12,45
Intel Xeon D-1559 ,12,45
Intel Xeon D-1567 ,12,65
Intel Xeon D-1577 ,16,45
Intel Xeon D-1581 ,16,65
Intel Xeon D-1587 ,16,65
Intel Xeon D-1602 ,2,27
Intel Xeon D-1622 ,4,40
Intel Xeon D-1715TER ,4,50
Intel Xeon D-1718T ,4,46
Intel Xeon D-1726 ,6,70
Intel Xeon D-1732TE ,8,52
Intel Xeon D-1733NT ,8,53
Intel Xeon D-1736NT ,8,67
Intel Xeon D-1747NTE ,10,80
Intel Xeon D-2123IT ,4,60
Intel Xeon D-2141I ,8,65
Intel Xeon D-2143IT ,8,65
Intel Xeon D-2146NT ,8,80
Intel Xeon D-2166NT ,12,85
Intel Xeon D-2183IT ,16,100
Intel Xeon D-2187NT ,16,110
Intel Xeon D-2712T ,4,65
Intel Xeon D-2733NT ,8,80
Intel Xeon D-2796TE ,20,118
Intel Xeon D-2799 ,20,129
Intel Xeon E-2104G ,4,65
Intel Xeon E-2124 ,4,71
Intel Xeon E-2124G ,4,71
Intel Xeon E-2126G ,6,80
Intel Xeon E-2134 ,4,71
Intel Xeon E-2136 ,6,80
Intel Xeon E-2144G ,4,71
Intel Xeon E-2146G ,6,80
Intel Xeon E-2174G ,4,71
Intel Xeon E-2176G ,6,80
Intel Xeon E-2176M ,6,45
Intel Xeon E-2186G ,6,95
Intel Xeon E-2186M ,6,45
Intel Xeon E-2224 ,4,71
Intel Xeon E-2224G ,4,71
Intel Xeon E-2226G ,6,80
Intel Xeon E-2234 ,4,71
Intel Xeon E-2236 ,6,80
Intel Xeon E-2244G ,4,71
Intel Xeon E-2246G ,6,80
Intel Xeon E-2254ML ,4,25
Intel Xeon E-2274G ,4,83
Intel Xeon E-2276G ,6,80
Intel Xeon E-2276M ,6,45
Intel Xeon E-2276ME ,6,45
Intel Xeon E-2276ML ,6,25
Intel Xeon E-2278G ,8,80
Intel Xeon E-2278GE ,8,80
Intel Xeon E-2278GEL ,8,35
Intel Xeon E-2286G ,6,95
Intel Xeon E-2286M ,8,45
Intel Xeon E-2288G ,8,95
Intel Xeon E-2314 ,4,65
Intel Xeon E-2324G ,4,65
Intel Xeon E-2334 ,4,65
Intel Xeon E-2336 ,6,65
Intel Xeon E-2356G ,6,80
Intel Xeon E-2374G ,4,80
Intel Xeon E-2378 ,8,65
Intel Xeon E-2378G ,8,80
Intel Xeon E-2386G ,6,95
Intel Xeon E-2388G ,8,95
Intel Xeon E3-1205 v6 ,4,65
Intel Xeon E3-1220 ,4,80
Intel Xeon E3-1220 V2 ,4,69
Intel Xeon E3-1220 v3 ,4,80
Intel Xeon E3-1220 v5 ,4,80
Intel Xeon E3-1220 v6 ,4,72
Intel Xeon E3-1220L ,2,20
Intel Xeon E3-1220L V2 ,2,17
Intel Xeon E3-1220L v3 ,2,13
Intel Xeon E3-1225 ,4,95
Intel Xeon E3-1225 V2 ,4,77
Intel Xeon E3-1225 v3 ,4,84
Intel Xeon E3-1225 v5 ,4,80
Intel Xeon E3-1225 v6 ,4,73
Intel Xeon E3-1226 v3 ,4,84
Intel Xeon E3-1230 ,4,80
Intel Xeon E3-1230 V2 ,4,69
Intel Xeon E3-1230 v3 ,4,80
Intel Xeon E3-1230 v5 ,4,80
Intel Xeon E3-1230 v6 ,4,72
Intel Xeon E3-1230L v3 ,4,25
Intel Xeon E3-1231 v3 ,4,80
Intel Xeon E3-1235 ,4,95
Intel Xeon E3-1235L v5 ,4,25
Intel Xeon E3-1240 ,4,80
Intel Xeon E3-1240 V2 ,4,69
Intel Xeon E3-1240 v3 ,4,80
Intel Xeon E3-1240 v5 ,4,80
Intel Xeon E3-1240 v6 ,4,72
Intel Xeon E3-1240L v3 ,4,25
Intel Xeon E3-1240L v5 ,4,25
Intel Xeon E3-1241 v3 ,4,80
Intel Xeon E3-1245 ,4,95
Intel Xeon E3-1245 V2 ,4,77
Intel Xeon E3-1245 v3 ,4,84
Intel Xeon E3-1245 v5 ,4,80
Intel Xeon E3-1245 v6 ,4,73
Intel Xeon E3-1246 v3 ,4,84
Intel Xeon E3-1260L ,4,45
Intel Xeon E3-1260L v5 ,4,45
Intel Xeon E3-1265L ,4,45
Intel Xeon E3-1265L V2 ,4,45
Intel Xeon E3-1265L v3 ,4,45
Intel Xeon E3-1265L v4 ,4,35
Intel Xeon E3-1268L v3 ,4,45
Intel Xeon E3-1268L v5 ,4,35
Intel Xeon E3-1270 ,4,80
Intel Xeon E3-1270 V2 ,4,69
Intel Xeon E3-1270 v3 ,4,80
Intel Xeon E3-1270 v5 ,4,80
Intel Xeon E3-1270 v6 ,4,72
Intel Xeon E3-1270L v4 ,4,45
Intel Xeon E3-1271 v3 ,4,80
Intel Xeon E3-1275 ,4,95
Intel Xeon E3-1275 V2 ,4,77
Intel Xeon E3-1275 v3 ,4,95
Intel Xeon E3-1275 v5 ,4,80
Intel Xeon E3-1275 v6 ,4,73
Intel Xeon E3-1275L v3 ,4,45
Intel Xeon E3-1276 v3 ,4,84
Intel Xeon E3-1280 ,4,95
Intel Xeon E3-1280 V2 ,4,69
Intel Xeon E3-1280 v3 ,4,82
Intel Xeon E3-1280 v5 ,4,80
Intel Xeon E3-1280 v6 ,4,72
Intel Xeon E3-1281 v3 ,4,82
Intel Xeon E3-1285 v3 ,4,84
Intel Xeon E3-1285 v4 ,4,95
Intel Xeon E3-1285 v6 ,4,79
Intel Xeon E3-1285L v3 ,4,65
Intel Xeon E3-1285L v4 ,4,65
Intel Xeon E3-1286 v3 ,4,84
Intel Xeon E3-1286L v3 ,4,65
Intel Xeon E3-1290 ,4,95
Intel Xeon E3-1290 V2 ,4,87
Intel Xeon E3-1505L v5 ,4,25
Intel Xeon E3-1505L v6 ,4,25
Intel Xeon E3-1505M v5 ,4,45
Intel Xeon E3-1505M v6 ,4,45
Intel Xeon E3-1515M v5 ,4,45
Intel Xeon E3-1535M v5 ,4,45
Intel Xeon E3-1535M v6 ,4,35
Intel Xeon E3-1545M v5 ,4,45
Intel Xeon E3-1575M v5 ,4,45
Intel Xeon E3-1585 v5 ,4,65
Intel Xeon E3-1585L v5 ,4,45
Intel Xeon E3110 ,2,65
Intel Xeon E3113 ,2,65
Intel Xeon E3120 ,2,65
Intel Xeon E5-1410 ,4,80
Intel Xeon E5-1410 v2 ,4,80
Intel Xeon E5-1428L v2 ,6,60
Intel Xeon E5-1603 ,4,130
Intel Xeon E5-1603 v3 ,4,140
Intel Xeon E5-1603 v4 ,4,140
Intel Xeon E5-1607 ,4,130
Intel Xeon E5-1607 v2 ,4,130
Intel Xeon E5-1607 v3 ,4,140
Intel Xeon E5-1607 v4 ,4,140
Intel Xeon E5-1620 ,4,130
Intel Xeon E5-1620 v2 ,4,130
Intel Xeon E5-1620 v3 ,4,140
Intel Xeon E5-1620 v4 ,4,140
Intel Xeon E5-1630 v3 ,4,140
Intel Xeon E5-1630 v4 ,4,140
